modello,id_snippet,layer,probabilita_vergine,probabilita_attaccata
Qwen/Qwen2.5-Coder-7B-Instruct,139,21,44.67,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,139,22,0.95,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,139,23,82.3,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,139,24,0.14,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,139,25,4.56,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,139,26,0.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,139,27,0.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,140,0,100.0,100.0
Qwen/Qwen2.5-Coder-7B-Instruct,140,1,92.86,92.86
Qwen/Qwen2.5-Coder-7B-Instruct,140,2,1.11,1.11
Qwen/Qwen2.5-Coder-7B-Instruct,140,3,56.97,56.97
Qwen/Qwen2.5-Coder-7B-Instruct,140,4,11.14,11.14
Qwen/Qwen2.5-Coder-7B-Instruct,140,5,98.58,98.58
Qwen/Qwen2.5-Coder-7B-Instruct,140,6,54.23,54.23
Qwen/Qwen2.5-Coder-7B-Instruct,140,7,51.67,51.67
Qwen/Qwen2.5-Coder-7B-Instruct,140,8,98.35,98.35
Qwen/Qwen2.5-Coder-7B-Instruct,140,9,55.83,55.83
Qwen/Qwen2.5-Coder-7B-Instruct,140,10,21.49,21.49
Qwen/Qwen2.5-Coder-7B-Instruct,140,11,92.7,92.7
Qwen/Qwen2.5-Coder-7B-Instruct,140,12,99.99,99.99
Qwen/Qwen2.5-Coder-7B-Instruct,140,13,99.74,99.74
Qwen/Qwen2.5-Coder-7B-Instruct,140,14,8.1,8.1
Qwen/Qwen2.5-Coder-7B-Instruct,140,15,2.71,2.71
Qwen/Qwen2.5-Coder-7B-Instruct,140,16,1.13,1.13
Qwen/Qwen2.5-Coder-7B-Instruct,140,17,53.54,53.54
Qwen/Qwen2.5-Coder-7B-Instruct,140,18,100.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,140,19,99.99,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,140,20,99.99,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,140,21,5.38,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,140,22,0.2,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,140,23,55.46,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,140,24,0.03,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,140,25,0.4,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,140,26,0.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,140,27,0.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,141,0,100.0,100.0
Qwen/Qwen2.5-Coder-7B-Instruct,141,1,95.37,95.37
Qwen/Qwen2.5-Coder-7B-Instruct,141,2,2.5,2.5
Qwen/Qwen2.5-Coder-7B-Instruct,141,3,70.28,70.28
Qwen/Qwen2.5-Coder-7B-Instruct,141,4,12.62,12.62
Qwen/Qwen2.5-Coder-7B-Instruct,141,5,98.57,98.57
Qwen/Qwen2.5-Coder-7B-Instruct,141,6,83.71,83.71
Qwen/Qwen2.5-Coder-7B-Instruct,141,7,74.04,74.04
Qwen/Qwen2.5-Coder-7B-Instruct,141,8,98.2,98.2
Qwen/Qwen2.5-Coder-7B-Instruct,141,9,81.84,81.84
Qwen/Qwen2.5-Coder-7B-Instruct,141,10,21.12,21.12
Qwen/Qwen2.5-Coder-7B-Instruct,141,11,87.67,87.67
Qwen/Qwen2.5-Coder-7B-Instruct,141,12,99.98,99.98
Qwen/Qwen2.5-Coder-7B-Instruct,141,13,99.76,99.76
Qwen/Qwen2.5-Coder-7B-Instruct,141,14,5.27,5.27
Qwen/Qwen2.5-Coder-7B-Instruct,141,15,1.38,1.38
Qwen/Qwen2.5-Coder-7B-Instruct,141,16,2.16,2.16
Qwen/Qwen2.5-Coder-7B-Instruct,141,17,34.87,34.87
Qwen/Qwen2.5-Coder-7B-Instruct,141,18,100.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,141,19,100.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,141,20,100.0,0.13
Qwen/Qwen2.5-Coder-7B-Instruct,141,21,99.99,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,141,22,95.47,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,141,23,99.99,0.04
Qwen/Qwen2.5-Coder-7B-Instruct,141,24,84.93,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,141,25,98.96,0.56
Qwen/Qwen2.5-Coder-7B-Instruct,141,26,2.2,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,141,27,0.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,142,0,100.0,100.0
Qwen/Qwen2.5-Coder-7B-Instruct,142,1,92.45,92.45
Qwen/Qwen2.5-Coder-7B-Instruct,142,2,0.63,0.63
Qwen/Qwen2.5-Coder-7B-Instruct,142,3,78.25,78.25
Qwen/Qwen2.5-Coder-7B-Instruct,142,4,36.39,36.39
Qwen/Qwen2.5-Coder-7B-Instruct,142,5,99.65,99.65
Qwen/Qwen2.5-Coder-7B-Instruct,142,6,90.68,90.68
Qwen/Qwen2.5-Coder-7B-Instruct,142,7,89.14,89.14
Qwen/Qwen2.5-Coder-7B-Instruct,142,8,99.77,99.77
Qwen/Qwen2.5-Coder-7B-Instruct,142,9,63.15,63.15
Qwen/Qwen2.5-Coder-7B-Instruct,142,10,96.75,96.75
Qwen/Qwen2.5-Coder-7B-Instruct,142,11,99.67,99.67
Qwen/Qwen2.5-Coder-7B-Instruct,142,12,100.0,100.0
Qwen/Qwen2.5-Coder-7B-Instruct,142,13,99.98,99.98
Qwen/Qwen2.5-Coder-7B-Instruct,142,14,38.14,38.14
Qwen/Qwen2.5-Coder-7B-Instruct,142,15,10.13,10.13
Qwen/Qwen2.5-Coder-7B-Instruct,142,16,4.15,4.15
Qwen/Qwen2.5-Coder-7B-Instruct,142,17,49.75,49.75
Qwen/Qwen2.5-Coder-7B-Instruct,142,18,100.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,142,19,100.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,142,20,100.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,142,21,92.3,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,142,22,7.09,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,142,23,95.62,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,142,24,1.76,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,142,25,4.83,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,142,26,0.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,142,27,0.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,143,0,100.0,100.0
Qwen/Qwen2.5-Coder-7B-Instruct,143,1,93.18,93.18
Qwen/Qwen2.5-Coder-7B-Instruct,143,2,1.51,1.51
Qwen/Qwen2.5-Coder-7B-Instruct,143,3,79.51,79.51
Qwen/Qwen2.5-Coder-7B-Instruct,143,4,38.81,38.81
Qwen/Qwen2.5-Coder-7B-Instruct,143,5,99.25,99.25
Qwen/Qwen2.5-Coder-7B-Instruct,143,6,86.8,86.8
Qwen/Qwen2.5-Coder-7B-Instruct,143,7,72.29,72.29
Qwen/Qwen2.5-Coder-7B-Instruct,143,8,98.82,98.82
Qwen/Qwen2.5-Coder-7B-Instruct,143,9,65.67,65.67
Qwen/Qwen2.5-Coder-7B-Instruct,143,10,59.71,59.71
Qwen/Qwen2.5-Coder-7B-Instruct,143,11,98.48,98.48
Qwen/Qwen2.5-Coder-7B-Instruct,143,12,99.98,99.98
Qwen/Qwen2.5-Coder-7B-Instruct,143,13,99.91,99.91
Qwen/Qwen2.5-Coder-7B-Instruct,143,14,20.94,20.94
Qwen/Qwen2.5-Coder-7B-Instruct,143,15,7.65,7.65
Qwen/Qwen2.5-Coder-7B-Instruct,143,16,3.18,3.18
Qwen/Qwen2.5-Coder-7B-Instruct,143,17,71.63,71.63
Qwen/Qwen2.5-Coder-7B-Instruct,143,18,100.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,143,19,99.99,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,143,20,99.97,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,143,21,2.7,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,143,22,0.26,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,143,23,46.52,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,143,24,0.03,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,143,25,0.31,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,143,26,0.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,143,27,0.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,144,0,100.0,100.0
Qwen/Qwen2.5-Coder-7B-Instruct,144,1,95.85,95.85
Qwen/Qwen2.5-Coder-7B-Instruct,144,2,2.78,2.78
Qwen/Qwen2.5-Coder-7B-Instruct,144,3,89.76,89.76
Qwen/Qwen2.5-Coder-7B-Instruct,144,4,47.64,47.64
Qwen/Qwen2.5-Coder-7B-Instruct,144,5,99.63,99.63
Qwen/Qwen2.5-Coder-7B-Instruct,144,6,84.28,84.28
Qwen/Qwen2.5-Coder-7B-Instruct,144,7,73.96,73.96
Qwen/Qwen2.5-Coder-7B-Instruct,144,8,99.01,99.01
Qwen/Qwen2.5-Coder-7B-Instruct,144,9,85.58,85.58
Qwen/Qwen2.5-Coder-7B-Instruct,144,10,82.35,82.35
Qwen/Qwen2.5-Coder-7B-Instruct,144,11,98.07,98.07
Qwen/Qwen2.5-Coder-7B-Instruct,144,12,99.99,99.99
Qwen/Qwen2.5-Coder-7B-Instruct,144,13,99.96,99.96
Qwen/Qwen2.5-Coder-7B-Instruct,144,14,48.67,48.67
Qwen/Qwen2.5-Coder-7B-Instruct,144,15,12.49,12.49
Qwen/Qwen2.5-Coder-7B-Instruct,144,16,11.18,11.18
Qwen/Qwen2.5-Coder-7B-Instruct,144,17,71.22,71.22
Qwen/Qwen2.5-Coder-7B-Instruct,144,18,100.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,144,19,100.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,144,20,100.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,144,21,48.81,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,144,22,1.48,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,144,23,66.1,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,144,24,0.07,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,144,25,3.72,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,144,26,0.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,144,27,0.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,145,0,100.0,100.0
Qwen/Qwen2.5-Coder-7B-Instruct,145,1,96.09,96.09
Qwen/Qwen2.5-Coder-7B-Instruct,145,2,1.95,1.95
Qwen/Qwen2.5-Coder-7B-Instruct,145,3,80.25,80.25
Qwen/Qwen2.5-Coder-7B-Instruct,145,4,65.98,65.98
Qwen/Qwen2.5-Coder-7B-Instruct,145,5,99.88,99.88
Qwen/Qwen2.5-Coder-7B-Instruct,145,6,98.58,98.58
Qwen/Qwen2.5-Coder-7B-Instruct,145,7,97.69,97.69
Qwen/Qwen2.5-Coder-7B-Instruct,145,8,99.94,99.94
Qwen/Qwen2.5-Coder-7B-Instruct,145,9,94.26,94.26
Qwen/Qwen2.5-Coder-7B-Instruct,145,10,99.29,99.29
Qwen/Qwen2.5-Coder-7B-Instruct,145,11,99.98,99.98
Qwen/Qwen2.5-Coder-7B-Instruct,145,12,100.0,100.0
Qwen/Qwen2.5-Coder-7B-Instruct,145,13,100.0,100.0
Qwen/Qwen2.5-Coder-7B-Instruct,145,14,85.26,85.26
Qwen/Qwen2.5-Coder-7B-Instruct,145,15,69.01,69.01
Qwen/Qwen2.5-Coder-7B-Instruct,145,16,39.48,39.48
Qwen/Qwen2.5-Coder-7B-Instruct,145,17,95.9,95.9
Qwen/Qwen2.5-Coder-7B-Instruct,145,18,100.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,145,19,100.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,145,20,100.0,0.19
Qwen/Qwen2.5-Coder-7B-Instruct,145,21,99.35,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,145,22,38.07,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,145,23,99.66,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,145,24,15.37,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,145,25,41.17,0.01
Qwen/Qwen2.5-Coder-7B-Instruct,145,26,0.05,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,145,27,0.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,146,0,100.0,100.0
Qwen/Qwen2.5-Coder-7B-Instruct,146,1,89.21,89.21
Qwen/Qwen2.5-Coder-7B-Instruct,146,2,1.27,1.27
Qwen/Qwen2.5-Coder-7B-Instruct,146,3,62.09,62.09
Qwen/Qwen2.5-Coder-7B-Instruct,146,4,21.94,21.94
Qwen/Qwen2.5-Coder-7B-Instruct,146,5,99.46,99.46
Qwen/Qwen2.5-Coder-7B-Instruct,146,6,84.53,84.53
Qwen/Qwen2.5-Coder-7B-Instruct,146,7,76.93,76.93
Qwen/Qwen2.5-Coder-7B-Instruct,146,8,98.93,98.93
Qwen/Qwen2.5-Coder-7B-Instruct,146,9,78.4,78.4
Qwen/Qwen2.5-Coder-7B-Instruct,146,10,38.6,38.6
Qwen/Qwen2.5-Coder-7B-Instruct,146,11,97.54,97.54
Qwen/Qwen2.5-Coder-7B-Instruct,146,12,99.99,99.99
Qwen/Qwen2.5-Coder-7B-Instruct,146,13,99.98,99.98
Qwen/Qwen2.5-Coder-7B-Instruct,146,14,50.65,50.65
Qwen/Qwen2.5-Coder-7B-Instruct,146,15,5.4,5.4
Qwen/Qwen2.5-Coder-7B-Instruct,146,16,5.53,5.53
Qwen/Qwen2.5-Coder-7B-Instruct,146,17,66.18,66.18
Qwen/Qwen2.5-Coder-7B-Instruct,146,18,100.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,146,19,99.97,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,146,20,100.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,146,21,32.11,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,146,22,1.86,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,146,23,98.41,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,146,24,1.1,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,146,25,22.39,0.02
Qwen/Qwen2.5-Coder-7B-Instruct,146,26,0.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,146,27,0.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,147,0,100.0,100.0
Qwen/Qwen2.5-Coder-7B-Instruct,147,1,93.35,93.35
Qwen/Qwen2.5-Coder-7B-Instruct,147,2,1.35,1.35
Qwen/Qwen2.5-Coder-7B-Instruct,147,3,69.43,69.43
Qwen/Qwen2.5-Coder-7B-Instruct,147,4,9.42,9.42
Qwen/Qwen2.5-Coder-7B-Instruct,147,5,97.5,97.5
Qwen/Qwen2.5-Coder-7B-Instruct,147,6,69.87,69.87
Qwen/Qwen2.5-Coder-7B-Instruct,147,7,62.24,62.24
Qwen/Qwen2.5-Coder-7B-Instruct,147,8,98.73,98.73
Qwen/Qwen2.5-Coder-7B-Instruct,147,9,86.86,86.86
Qwen/Qwen2.5-Coder-7B-Instruct,147,10,51.57,51.57
Qwen/Qwen2.5-Coder-7B-Instruct,147,11,98.72,98.72
Qwen/Qwen2.5-Coder-7B-Instruct,147,12,99.99,99.99
Qwen/Qwen2.5-Coder-7B-Instruct,147,13,99.94,99.94
Qwen/Qwen2.5-Coder-7B-Instruct,147,14,20.18,20.18
Qwen/Qwen2.5-Coder-7B-Instruct,147,15,6.69,6.69
Qwen/Qwen2.5-Coder-7B-Instruct,147,16,5.22,5.22
Qwen/Qwen2.5-Coder-7B-Instruct,147,17,55.05,55.05
Qwen/Qwen2.5-Coder-7B-Instruct,147,18,100.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,147,19,100.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,147,20,100.0,0.05
Qwen/Qwen2.5-Coder-7B-Instruct,147,21,97.45,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,147,22,38.79,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,147,23,99.84,0.04
Qwen/Qwen2.5-Coder-7B-Instruct,147,24,22.31,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,147,25,63.34,0.16
Qwen/Qwen2.5-Coder-7B-Instruct,147,26,0.14,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,147,27,0.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,148,0,100.0,100.0
Qwen/Qwen2.5-Coder-7B-Instruct,148,1,90.61,90.61
Qwen/Qwen2.5-Coder-7B-Instruct,148,2,0.82,0.82
Qwen/Qwen2.5-Coder-7B-Instruct,148,3,61.38,61.38
Qwen/Qwen2.5-Coder-7B-Instruct,148,4,10.71,10.71
Qwen/Qwen2.5-Coder-7B-Instruct,148,5,98.12,98.12
Qwen/Qwen2.5-Coder-7B-Instruct,148,6,69.27,69.27
Qwen/Qwen2.5-Coder-7B-Instruct,148,7,43.08,43.08
Qwen/Qwen2.5-Coder-7B-Instruct,148,8,98.96,98.96
Qwen/Qwen2.5-Coder-7B-Instruct,148,9,40.36,40.36
Qwen/Qwen2.5-Coder-7B-Instruct,148,10,38.96,38.96
Qwen/Qwen2.5-Coder-7B-Instruct,148,11,79.03,79.03
Qwen/Qwen2.5-Coder-7B-Instruct,148,12,99.96,99.96
Qwen/Qwen2.5-Coder-7B-Instruct,148,13,99.31,99.31
Qwen/Qwen2.5-Coder-7B-Instruct,148,14,7.61,7.61
Qwen/Qwen2.5-Coder-7B-Instruct,148,15,1.14,1.14
Qwen/Qwen2.5-Coder-7B-Instruct,148,16,0.56,0.56
Qwen/Qwen2.5-Coder-7B-Instruct,148,17,31.47,31.47
Qwen/Qwen2.5-Coder-7B-Instruct,148,18,100.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,148,19,99.86,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,148,20,99.96,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,148,21,0.95,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,148,22,0.02,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,148,23,6.75,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,148,24,0.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,148,25,0.06,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,148,26,0.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,148,27,0.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,149,0,100.0,100.0
Qwen/Qwen2.5-Coder-7B-Instruct,149,1,83.98,83.98
Qwen/Qwen2.5-Coder-7B-Instruct,149,2,0.63,0.63
Qwen/Qwen2.5-Coder-7B-Instruct,149,3,78.26,78.26
Qwen/Qwen2.5-Coder-7B-Instruct,149,4,21.14,21.14
Qwen/Qwen2.5-Coder-7B-Instruct,149,5,99.56,99.56
Qwen/Qwen2.5-Coder-7B-Instruct,149,6,86.04,86.04
Qwen/Qwen2.5-Coder-7B-Instruct,149,7,84.33,84.33
Qwen/Qwen2.5-Coder-7B-Instruct,149,8,99.49,99.49
Qwen/Qwen2.5-Coder-7B-Instruct,149,9,83.33,83.33
Qwen/Qwen2.5-Coder-7B-Instruct,149,10,66.31,66.31
Qwen/Qwen2.5-Coder-7B-Instruct,149,11,99.58,99.58
Qwen/Qwen2.5-Coder-7B-Instruct,149,12,100.0,100.0
Qwen/Qwen2.5-Coder-7B-Instruct,149,13,99.98,99.98
Qwen/Qwen2.5-Coder-7B-Instruct,149,14,50.42,50.42
Qwen/Qwen2.5-Coder-7B-Instruct,149,15,10.74,10.74
Qwen/Qwen2.5-Coder-7B-Instruct,149,16,5.27,5.27
Qwen/Qwen2.5-Coder-7B-Instruct,149,17,31.3,31.3
Qwen/Qwen2.5-Coder-7B-Instruct,149,18,100.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,149,19,99.93,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,149,20,99.99,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,149,21,11.67,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,149,22,0.7,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,149,23,77.53,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,149,24,0.07,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,149,25,3.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,149,26,0.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,149,27,0.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,150,0,100.0,100.0
Qwen/Qwen2.5-Coder-7B-Instruct,150,1,86.19,86.19
Qwen/Qwen2.5-Coder-7B-Instruct,150,2,0.89,0.89
Qwen/Qwen2.5-Coder-7B-Instruct,150,3,24.78,24.78
Qwen/Qwen2.5-Coder-7B-Instruct,150,4,3.61,3.61
Qwen/Qwen2.5-Coder-7B-Instruct,150,5,96.88,96.88
Qwen/Qwen2.5-Coder-7B-Instruct,150,6,27.38,27.38
Qwen/Qwen2.5-Coder-7B-Instruct,150,7,45.5,45.5
Qwen/Qwen2.5-Coder-7B-Instruct,150,8,50.98,50.98
Qwen/Qwen2.5-Coder-7B-Instruct,150,9,3.37,3.37
Qwen/Qwen2.5-Coder-7B-Instruct,150,10,0.63,0.63
Qwen/Qwen2.5-Coder-7B-Instruct,150,11,88.75,88.75
Qwen/Qwen2.5-Coder-7B-Instruct,150,12,99.96,99.96
Qwen/Qwen2.5-Coder-7B-Instruct,150,13,99.84,99.84
Qwen/Qwen2.5-Coder-7B-Instruct,150,14,19.88,19.88
Qwen/Qwen2.5-Coder-7B-Instruct,150,15,1.05,1.05
Qwen/Qwen2.5-Coder-7B-Instruct,150,16,1.01,1.01
Qwen/Qwen2.5-Coder-7B-Instruct,150,17,48.0,48.0
Qwen/Qwen2.5-Coder-7B-Instruct,150,18,100.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,150,19,100.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,150,20,100.0,0.7
Qwen/Qwen2.5-Coder-7B-Instruct,150,21,99.99,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,150,22,87.82,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,150,23,100.0,0.34
Qwen/Qwen2.5-Coder-7B-Instruct,150,24,66.42,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,150,25,67.14,0.04
Qwen/Qwen2.5-Coder-7B-Instruct,150,26,0.1,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,150,27,0.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,151,0,100.0,100.0
Qwen/Qwen2.5-Coder-7B-Instruct,151,1,91.04,91.04
Qwen/Qwen2.5-Coder-7B-Instruct,151,2,0.82,0.82
Qwen/Qwen2.5-Coder-7B-Instruct,151,3,62.62,62.62
Qwen/Qwen2.5-Coder-7B-Instruct,151,4,13.48,13.48
Qwen/Qwen2.5-Coder-7B-Instruct,151,5,99.13,99.13
Qwen/Qwen2.5-Coder-7B-Instruct,151,6,64.04,64.04
Qwen/Qwen2.5-Coder-7B-Instruct,151,7,47.65,47.65
Qwen/Qwen2.5-Coder-7B-Instruct,151,8,99.32,99.32
Qwen/Qwen2.5-Coder-7B-Instruct,151,9,92.05,92.05
Qwen/Qwen2.5-Coder-7B-Instruct,151,10,59.95,59.95
Qwen/Qwen2.5-Coder-7B-Instruct,151,11,98.23,98.23
Qwen/Qwen2.5-Coder-7B-Instruct,151,12,100.0,100.0
Qwen/Qwen2.5-Coder-7B-Instruct,151,13,99.96,99.96
Qwen/Qwen2.5-Coder-7B-Instruct,151,14,71.25,71.25
Qwen/Qwen2.5-Coder-7B-Instruct,151,15,29.64,29.64
Qwen/Qwen2.5-Coder-7B-Instruct,151,16,10.98,10.98
Qwen/Qwen2.5-Coder-7B-Instruct,151,17,73.23,73.23
Qwen/Qwen2.5-Coder-7B-Instruct,151,18,100.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,151,19,100.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,151,20,100.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,151,21,91.27,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,151,22,16.71,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,151,23,98.55,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,151,24,1.84,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,151,25,29.29,0.03
Qwen/Qwen2.5-Coder-7B-Instruct,151,26,0.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,151,27,0.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,152,0,100.0,100.0
Qwen/Qwen2.5-Coder-7B-Instruct,152,1,96.99,96.99
Qwen/Qwen2.5-Coder-7B-Instruct,152,2,1.9,1.9
Qwen/Qwen2.5-Coder-7B-Instruct,152,3,74.08,74.08
Qwen/Qwen2.5-Coder-7B-Instruct,152,4,55.5,55.5
Qwen/Qwen2.5-Coder-7B-Instruct,152,5,99.77,99.77
Qwen/Qwen2.5-Coder-7B-Instruct,152,6,97.54,97.54
Qwen/Qwen2.5-Coder-7B-Instruct,152,7,96.07,96.07
Qwen/Qwen2.5-Coder-7B-Instruct,152,8,99.91,99.91
Qwen/Qwen2.5-Coder-7B-Instruct,152,9,89.32,89.32
Qwen/Qwen2.5-Coder-7B-Instruct,152,10,98.99,98.99
Qwen/Qwen2.5-Coder-7B-Instruct,152,11,99.97,99.97
Qwen/Qwen2.5-Coder-7B-Instruct,152,12,100.0,100.0
Qwen/Qwen2.5-Coder-7B-Instruct,152,13,100.0,100.0
Qwen/Qwen2.5-Coder-7B-Instruct,152,14,80.51,80.51
Qwen/Qwen2.5-Coder-7B-Instruct,152,15,64.05,64.05
Qwen/Qwen2.5-Coder-7B-Instruct,152,16,27.88,27.88
Qwen/Qwen2.5-Coder-7B-Instruct,152,17,96.29,96.29
Qwen/Qwen2.5-Coder-7B-Instruct,152,18,100.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,152,19,100.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,152,20,100.0,0.13
Qwen/Qwen2.5-Coder-7B-Instruct,152,21,99.27,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,152,22,36.64,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,152,23,99.67,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,152,24,18.23,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,152,25,31.88,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,152,26,0.06,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,152,27,0.0,0.0
Qwen/Qwen2.5-Coder-7B-Instruct,153,0,100.0,100.0
Qwen/Qwen2.5-Coder-7B-Instruct,153,1,89.63,89.63
Qwen/Qwen2.5-Coder-7B-Instruct,153,2,1.09,1.09
Qwen/Qwen2.5-Coder-7B-Instruct,153,3,54.38,54.38
Qwen/Qwen2.5-Coder-7B-Instruct,153,4,11.12,11.12
Qwen/Qwen2.5-Coder-7B-Instruct,153,5,98.99,98.99
